PolicyExecTime,Itr,Time-AgentEval,EnvExecTime,MaxReturn,Post-Loss,AvgModelEpochTime,AverageReturn,Epochs,AverageDiscountedReturn,Time-EnvSampling,Time-ModelFit,Time,StdReturn,Pre-Loss,Time-EnvSampleProc,n_timesteps,Eval-AverageReturn,MinReturn,ItrTime,NumTrajs
0.01101994514465332,0,102.35936737060547,0.0813910961151123,48.0,0.00014912008,0.08539548873901368,20.42,99,18.260645107699137,0.10256552696228027,8.552581071853638,111.01724767684937,8.560584092221745,0.005629097,0.0024194717407226562,1000,112.66,10.0,111.01723766326904,50
10.724812746047974,1,31.935476303100586,0.23766517639160156,200.0,0.045123886,0.03826074600219727,148.42857142857142,4,72.85840587532391,10.985780477523804,0.19317960739135742,154.21561980247498,58.5194891659599,0.043738212,0.0012409687042236328,2000,44.06,48.0,43.115832567214966,7
7.516463041305542,2,24.90355896949768,0.1944599151611328,93.0,0.051627606,0.06210207939147949,39.80769230769231,4,31.95040950015227,7.731176853179932,0.3125278949737549,187.2688250541687,18.159590030041194,0.039211903,0.0011301040649414062,3000,35.07,19.0,32.94851779937744,26
7.390412330627441,3,31.73031997680664,0.19285297393798828,53.0,7.885178e-05,0.08743436336517334,36.17857142857143,99,30.274069304424565,7.603697299957275,8.755835771560669,235.47598147392273,7.755429302976683,0.00081802,0.0013909339904785156,4000,43.27,24.0,48.09140181541443,28
7.448178291320801,4,32.381667613983154,0.1941516399383545,75.0,6.889502e-05,0.11553851127624512,44.52173913043478,99,35.533592898196154,7.6620728969573975,11.566054582595825,287.1763861179352,13.197066753201973,0.0006829148,0.0015163421630859375,5000,44.04,26.0,51.611461877822876,23
8.444187641143799,5,28.863680124282837,0.20963287353515625,60.0,4.7689984e-05,0.17126374959945678,43.56521739130435,99,35.27911471015085,8.675870656967163,17.138561010360718,341.9483461380005,7.435672461367635,0.00044905604,0.0015032291412353516,6000,39.9,33.0,54.67976999282837,23
7.679803371429443,6,41.945886850357056,0.20005488395690918,56.0,3.3460357e-05,0.19953800678253175,36.67857142857143,99,30.653203867353046,7.900806665420532,19.96508479118347,411.86190843582153,7.2459524239821125,0.0003731334,0.0007879734039306641,7000,55.3,26.0,69.81268334388733,28
9.73632287979126,7,30.07205605506897,0.23637032508850098,118.0,3.234279e-05,0.22815364122390747,63.875,99,46.216132528075036,9.996199607849121,22.826477527618408,474.84791827201843,21.48218738862502,0.00030094327,0.0005915164947509766,8000,41.42,39.0,62.895426511764526,16
7.634475469589233,8,47.238096475601196,0.19715380668640137,69.0,3.087816e-05,0.28411044359207155,40.44,99,33.159302991128904,7.851588487625122,28.423505306243896,558.4669942855835,8.625914444277777,0.00067218544,0.0015223026275634766,9000,61.67,32.0,83.51486325263977,25
8.723262548446655,9,39.4030385017395,0.2133924961090088,120.0,4.0421768e-05,0.31258522272109984,65.4375,99,46.72970065262953,8.957947015762329,31.269611120224,638.1962151527405,24.41047098582901,0.00043451224,0.0004513263702392578,10000,52.8,42.0,79.6311399936676,16
8.313317775726318,10,30.345075130462646,0.2084331512451172,92.0,3.8803213e-05,0.34426326990127565,53.421052631578945,99,40.65153797583606,8.542961120605469,34.43773579597473,711.6204121112823,17.735826927062174,0.0005395421,0.0006320476531982422,11000,41.51,32.0,73.32651376724243,19
7.657594680786133,11,31.160545587539673,0.1976323127746582,66.0,3.496727e-05,0.4008595299720764,41.708333333333336,99,34.069263433728715,7.875656843185425,40.09702777862549,790.8317813873291,7.282851814746443,0.00046344195,0.0005967617034912109,12000,43.04,26.0,79.1339361667633,24
8.276977300643921,12,31.80125331878662,0.20933151245117188,87.0,5.096351e-05,0.42959859132766726,44.130434782608695,99,35.438282334126654,8.507354736328125,42.97135353088379,874.2084484100342,11.337910043689275,0.0010711148,0.0007936954498291016,13000,43.4,31.0,83.28086853027344,23
8.125759601593018,13,42.774630069732666,0.20202088356018066,64.0,3.97407e-05,0.4574444580078125,44.26086956521739,99,35.7002652509907,8.348507642745972,45.7559335231781,971.1905620098114,8.0607335479355,0.00060177397,0.0007970333099365234,14000,56.67,32.0,96.87998151779175,23
9.376620054244995,14,47.5731418132782,0.23258352279663086,84.0,3.621118e-05,0.5144484925270081,51.75,99,39.999711411805215,9.63185977935791,51.45617127418518,1079.936927318573,13.970952007647869,0.0008319092,0.0006403923034667969,15000,61.5,36.0,108.6619188785553,20
